,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
10319,38279,27.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,26324.628011349152
10320,9655,34.0,4.8,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,27,26324.628011349152
10321,13135,32.0,4.8,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,26324.628011349152
10322,2477,34.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,26324.628011349152
10323,39160,32.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,26324.628011349152
10324,29621,30.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,26324.628011349152
10325,21841,,,,,3,Meal,electric_scooter,1.0,No,Urban,32,26324.628011349152
10326,4821,25.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,26324.619306933717
10327,35679,31.0,4.4,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,33,26324.619306933717
10328,32071,32.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,26324.619306933717
10329,32148,22.0,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,26324.619306933717
10330,31294,23.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,26324.619306933717
10331,28297,38.0,4.1,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,37,26324.619306933717
10332,28340,34.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,26324.619306933717
10333,44516,25.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,26324.619306933717
10334,19599,34.0,4.8,Fog,Medium,0,Drinks,motorcycle,,No,Metropolitian,26,26324.619306933717
10335,4115,31.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,26324.619306933717
10336,6051,30.0,4.3,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,36,26324.619306933717
10337,17367,38.0,4.3,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,26323.80029796541
10338,12142,22.0,5.0,Sandstorms,Jam,1,Buffet,motorcycle,,No,Urban,15,26323.80029796541
10339,45306,21.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,10,26323.80029796541
10340,26803,22.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,26323.80029796541
10341,29604,24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,26323.80029796541
10342,18050,25.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,26323.80029796541
10343,33797,32.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,26323.80029796541
10344,28259,31.0,4.1,Stormy,Jam,2,Drinks,scooter,0.0,No,Urban,40,26323.80029796541
10345,32834,32.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44,26323.80029796541
10346,13710,31.0,4.9,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,26323.80029796541
10347,12206,32.0,5.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,35,26323.80029796541
10348,26716,36.0,4.7,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,26323.80029796541
10349,42257,33.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,18,26322.366898595228
10350,24407,39.0,5.0,Sunny,High,2,Snack,motorcycle,0.0,No,Metropolitian,23,26322.366898595228
10351,36638,24.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,26322.366898595228
10352,7255,34.0,4.7,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24,26322.366898595228
10353,820,34.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,26322.366898595228
10354,20745,35.0,4.3,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,40,26322.366898595228
10355,39402,25.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,16,26322.366898595228
10356,27651,20.0,4.9,Sunny,High,2,Drinks,scooter,1.0,No,Urban,11,26322.366898595228
10357,10408,20.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,17,26322.366898595228
10358,22895,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,26322.34219823519
10359,5210,25.0,4.9,Stormy,Jam,2,Meal,electric_scooter,,No,Urban,29,26322.34219823519
10360,22533,31.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,26322.34219823519
10361,17751,35.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,22,26322.34219823519
10362,32393,39.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,24,26322.34219823519
10363,41925,38.0,4.5,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,16,26322.34219823519
10364,21069,35.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,26322.34219823519
10365,38705,38.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,26322.34219823519
10366,33460,35.0,4.9,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,22,26322.34219823519
10367,28619,31.0,4.1,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38,26322.34219823519
10368,13158,30.0,5.0,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,26322.34219823519
10369,9507,27.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,32,26322.34219823519
10370,42764,39.0,5.0,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,43,26322.34219823519
10371,32511,,,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28,26322.136181609672
10372,43099,31.0,4.2,Stormy,Jam,2,Snack,scooter,1.0,No,,32,26322.136181609672
10373,34236,31.0,4.8,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,22,26322.136181609672
10374,16587,38.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,,31,26322.136181609672
10375,19297,27.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,26322.136181609672
10376,36313,36.0,4.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,26322.136181609672
10377,5251,22.0,4.3,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,26322.136181609672
10378,19809,24.0,4.6,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,25,26322.136181609672
10379,40672,30.0,5.0,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,53,26322.136181609672
10380,28564,32.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,34,26322.136181609672
10381,39248,35.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,21,26322.136181609672
10382,17539,21.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,26321.178779163678
10383,5720,21.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,26321.178779163678
10384,27193,21.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,26321.178779163678
10385,10373,28.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,17,26321.178779163678
10386,22514,30.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,26321.178779163678
10387,10328,,,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,26321.178779163678
10388,21298,39.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,26321.178779163678
10389,27666,22.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,17,26321.178779163678
10390,36608,27.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,26321.178779163678
10391,27098,31.0,4.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,38,26321.178779163678
10392,44044,32.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,26321.178779163678
10393,42787,28.0,5.0,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,26321.178779163678
10394,8218,20.0,4.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,26321.130842539547
10395,31067,21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,26321.130842539547
10396,40888,23.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,19,26321.130842539547
10397,284,35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,26321.130842539547
10398,5093,25.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Urban,29,26321.130842539547
10399,20404,39.0,4.0,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,26321.130842539547
10400,32995,24.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,17,26321.130842539547
10401,41043,20.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,21,26321.130842539547
10402,33534,20.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,,25,26321.130842539547
10403,22812,31.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,26318.11730435595
10404,41358,29.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,26318.11730435595
10405,37179,21.0,4.7,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,26318.11730435595
10406,5917,26.0,4.5,Sunny,High,2,Buffet,electric_scooter,0.0,No,Urban,12,26318.11730435595
10407,19318,24.0,5.0,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,23,26318.11730435595
10408,16046,39.0,4.3,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,36,26318.11730435595
10409,33235,24.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,26318.11730435595
10410,19658,27.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,26318.11730435595
10411,33091,37.0,4.9,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,43,26318.11730435595
10412,43568,28.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,26318.11730435595
10413,38845,30.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,22,26318.11730435595
10414,19425,36.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,26318.11730435595
10415,13789,23.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,26318.11730435595
10416,6498,35.0,4.7,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,15,26318.06249623354
10417,23311,22.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,26318.06249623354
10418,10645,28.0,4.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,26318.06249623354
10419,44289,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,26318.06249623354
10420,22919,23.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,26318.06249623354
10421,26722,39.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,,27,26318.06249623354
10422,43956,32.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,26318.06249623354
10423,17042,21.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,26318.06249623354
10424,27085,29.0,4.9,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,26318.06249623354
10425,656,30.0,4.2,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,26318.06249623354
10426,22132,21.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,24,26318.06249623354
10427,34026,34.0,4.9,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,26318.06249623354
10428,20023,32.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,26318.06249623354
10429,28808,23.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,22,26317.962005103753
10430,7085,21.0,4.1,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,26317.962005103753
10431,3413,23.0,3.1,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,44,26317.962005103753
10432,5456,37.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,26317.962005103753
10433,30234,39.0,4.2,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,34,26317.962005103753
10434,33482,21.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,19,26317.962005103753
10435,29156,29.0,4.6,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,26317.962005103753
10436,27189,37.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,26317.962005103753
10437,3532,30.0,4.2,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,41,26317.962005103753
10438,36573,33.0,4.5,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,28,26317.962005103753
10439,12195,33.0,3.2,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,26315.98551967213
10440,15306,27.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,26315.98551967213
10441,27804,38.0,4.4,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,39,26315.98551967213
10442,38228,28.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,26315.98551967213
10443,30374,22.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,38,26315.98551967213
10444,45562,26.0,5.0,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,26315.98551967213
10445,27488,24.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,26315.98551967213
10446,43171,25.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,26315.98551967213
10447,12553,23.0,4.5,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,26315.98551967213
10448,803,21.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,15,26315.98551967213
10449,13485,33.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,26315.98551967213
10450,2784,31.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,26315.98551967213
10451,31537,33.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,26315.98551967213
10452,39761,25.0,4.6,Cloudy,Low,2,Drinks,scooter,,No,Metropolitian,18,26315.98551967213
10453,22405,27.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,26315.98551967213
10454,24239,22.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,26314.11249549062
10455,230,26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,26314.11249549062
10456,202,25.0,5.0,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,26314.11249549062
10457,16096,38.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,26314.11249549062
10458,2334,30.0,4.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,26314.11249549062
10459,13607,,,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,26314.11249549062
10460,17873,27.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,26314.11249549062
10461,26561,23.0,4.4,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,26314.11249549062
10462,20394,37.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,26314.11249549062
10463,40147,39.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,26314.11249549062
10464,39709,36.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,28,26314.11249549062
10465,9214,27.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,31,26314.11249549062
10466,22635,24.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,22,26313.53639216651
10467,9558,31.0,4.5,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,51,26313.53639216651
10468,7417,35.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,26313.53639216651
10469,28397,22.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,37,26313.53639216651
10470,18749,20.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,26313.53639216651
10471,28473,,,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,40,26313.53639216651
10472,42488,30.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,26313.53639216651
10473,34680,29.0,5.0,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,12,26313.53639216651
10474,41053,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,10,26313.53639216651
10475,26730,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,14,26313.53639216651
10476,15475,26.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,26313.53639216651
10477,14752,37.0,4.8,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,29,26313.53639216651
10478,22468,25.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,26313.53639216651
10479,30943,26.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,26311.43732193236
10480,25836,28.0,4.4,Windy,Low,0,Drinks,motorcycle,,No,Metropolitian,16,26311.43732193236
10481,29936,22.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,27,26311.43732193236
10482,19024,31.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44,26311.43732193236
10483,14897,24.0,4.5,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,26311.43732193236
10484,15461,21.0,4.9,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,14,26311.43732193236
10485,21024,25.0,4.0,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,15,26311.43732193236
10486,367,31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,26311.43732193236
10487,38835,23.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Urban,14,26311.43732193236
10488,22445,,,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,26311.43732193236
10489,13020,33.0,4.0,Fog,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,43,26311.43732193236
10490,44213,38.0,4.1,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,26311.43732193236
10491,8319,,,,,3,Buffet,bicycle,1.0,No,Metropolitian,26,26311.43732193236
10492,7554,37.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,17,26310.200835301363
10493,11623,20.0,4.5,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,26310.200835301363
10494,12754,28.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,26310.200835301363
10495,18186,20.0,4.9,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21,26310.200835301363
10496,23665,30.0,4.1,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,26310.200835301363
10497,39119,37.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,26310.200835301363
10498,24179,26.0,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,26310.200835301363
10499,456,27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,26310.200835301363
10500,38545,24.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,26310.200835301363
10501,43340,23.0,4.7,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,18,26310.200835301363
10502,28198,36.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,26310.200835301363
10503,18189,39.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,26308.794731355832
10504,16210,37.0,4.7,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,32,26308.794731355832
10505,44230,21.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,26308.794731355832
10506,41934,29.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,26308.794731355832
10507,41456,27.0,4.6,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,20,26308.794731355832
10508,16414,37.0,4.4,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,26308.794731355832
10509,40039,23.0,4.8,Sandstorms,Low,1,Drinks,scooter,,No,Metropolitian,18,26308.794731355832
10510,13137,33.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,26308.794731355832
10511,8306,24.0,4.2,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,26308.794731355832
10512,3162,20.0,4.6,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,26308.786754094
10513,29293,36.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,44,26308.786754094
10514,15834,28.0,4.9,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,26,26308.786754094
10515,13339,23.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,26308.786754094
10516,18085,23.0,5.0,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,12,26308.786754094
10517,28780,36.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,15,26308.786754094
10518,2700,21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,26308.786754094
10519,26816,22.0,4.6,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,26308.786754094
10520,38851,33.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,29,26308.786754094
10521,9112,30.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,26308.786754094
10522,3695,25.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,26307.949377359946
10523,45473,20.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,41,26307.949377359946
10524,4171,33.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,26307.949377359946
10525,4687,31.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,26307.949377359946
10526,20631,36.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,26307.949377359946
10527,12590,36.0,5.0,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,26307.949377359946
10528,18770,37.0,4.1,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,43,26307.949377359946
10529,299,22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,26307.949377359946
10530,38459,24.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,26307.949377359946
10531,7587,38.0,4.3,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,33,26307.949377359946
10532,18355,35.0,4.3,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,49,26306.48425795726
10533,26306,37.0,4.1,Cloudy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,44,26306.48425795726
10534,7124,29.0,4.9,Fog,Low,1,Snack,motorcycle,,No,Urban,26,26306.48425795726
10535,43302,31.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,15,26306.48425795726
10536,24529,29.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,26306.48425795726
10537,1840,29.0,4.4,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,38,26306.48425795726
10538,10602,37.0,4.1,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Urban,36,26306.48425795726
10539,39622,27.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,16,26306.48425795726
10540,26980,27.0,4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,26306.48425795726
10541,1718,37.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,26306.48425795726
10542,31698,30.0,4.5,Sunny,Low,0,Drinks,motorcycle,,No,Metropolitian,27,26306.48425795726
10543,33806,37.0,3.7,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,26306.48425795726
10544,10739,23.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,26306.459019361708
10545,964,,,,,3,Snack,scooter,1.0,No,Metropolitian,14,26306.459019361708
10546,26731,25.0,4.5,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,26306.459019361708
10547,13913,37.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,26306.459019361708
10548,17869,27.0,4.9,Windy,Medium,0,Buffet,motorcycle,0.0,No,,14,26306.459019361708
10549,41193,24.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Urban,11,26306.459019361708
10550,7839,37.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,26,26306.459019361708
10551,43298,27.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,26306.459019361708
10552,42444,33.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,,23,26306.459019361708
10553,1581,32.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,24,26306.459019361708
10554,37995,26.0,4.5,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,21,26306.459019361708
10555,32227,37.0,4.9,Sunny,Jam,1,Meal,scooter,,No,Metropolitian,19,26306.459019361708
10556,10953,20.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,26306.459019361708
10557,36900,32.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15,26306.459019361708
10558,2566,38.0,4.5,Sunny,Jam,1,Buffet,motorcycle,1.0,No,,17,26305.270272559374
10559,29076,26.0,4.9,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,26305.270272559374
10560,14272,39.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,26305.270272559374
10561,44055,23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,26305.270272559374
10562,2183,32.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,26305.270272559374
10563,10319,37.0,4.5,Windy,Low,1,Buffet,scooter,1.0,No,,24,26305.270272559374
